"date","yearBorn","yearDead","Name","description"
"1961-4 - 1","1961","-1","Sergio Scariolo","entrenador de baloncesto italiano."
"1961-4 - 1","1961","-1","Susan Boyle","cantante británica."
"1963-4 - 1","1963","-1","Richard Coleman","músico, guitarrista y compositor argentino."
"1963-4 - 1","1963","-1","Carolina Perpetuo","modelo, animadora y actriz venezolana."
"1964-4 - 1","1964","-1","Erik Breukink","ciclista neerlandés."
"1965-4 - 1","1965","-1","Mark Jackson","baloncestista estadounidense."
"1965-4 - 1","1965","-1","Tomas Alfredson","cineasta sueco."
"1967-4 - 1","1967","-1","Gustavo Nápoli","cantante, compositor y guitarrista argentino de la banda La Renga."
"1967-4 - 1","1967","-1","Phil Demmel","músico estadounidense, de la banda Machine Head."
"1968-4 - 1","1968","-1","Alexander Stubb","primer ministro finlandés."
"1969-4 - 1","1969","-1","Daniel Garnero","futbolista y entrenador argentino."
"1969-4 - 1","1969","-1","Nabil Ayouch","cineasta francés de origen marroquí"
"1971-4 - 1","1971","-1","Shinji Nakano","piloto de carreras japonés."
"1971-4 - 1","1971","-1","Mariano Peluffo","conductor argentino."
"1972-4 - 1","1972","-1","Jesse Tobias","músico estadounidense."
"1974-4 - 1","1974","-1","Richard Christy","baterista y cineasta estadounidense."
"1974-4 - 1","1974","-1","Apollyon (Ole Jørgen Moe)","músico noruego de black metal."
"1975-4 - 1","1975","-1","José Antonio García Calvo","futbolista español."
"1976-4 - 1","1976","-1","Clarence Seedorf","futbolista neerlandés."
"1976-4 - 1","1976","-1","Miss Bolivia","cantante, compositora y disc jockey argentina."
"1976-4 - 1","1976","-1","John Elkann","empresario italiano."
"1976-4 - 1","1976","-1","Jafet Soto","futbolista costarricense."
"1976-4 - 1","1976","-1","Mário Custódio Nazaré","futbolista brasileño."
"1977-4 - 1","1977","-1","Haimar Zubeldia","ciclista español."
"1978-4 - 1","1978","-1","Marián Álvarez","actriz española."
"1978-4-1","1978","2009","Antonio de Nigris","futbolista mexicano "
"1978-4 - 1","1978","-1","Anamaria Marinca","actriz rumana."
"1978-4 - 1","1978","-1","Miroslava Vavrinec","tenista suiza."
"1979-4 - 1","1979","-1","Ivano Balić","balonmanista croata."
"1979-4 - 1","1979","-1","Ruth Beitia","atleta española."
"1979-4 - 1","1979","-1","Elizabeth Gutiérrez","actriz, modelo y empresaria estadounidense de ascendencia mexicana."
"1980-4 - 1","1980","-1","Randy Orton","luchador profesional estadounidense."
"1980-4 - 1","1980","-1","Kléber de Carvalho Corrêa","futbolista brasileño."
"1980-4-1","1980","2020","Yūko Takeuchi","actriz japonesa "
"1981-4 - 1","1981","-1","Antonis Fotsis","baloncestista griego."
"1981-4 - 1","1981","-1","Hannah Spearritt","cantante, actriz y bailarina británica de la banda S Club 7."
"1982-4 - 1","1982","-1","Gunnar Heiðar Þorvaldsson","futbolista islandés."
"1983-4 - 1","1983","-1","John Axford","beisbolista canadiense."
"1983-4 - 1","1983","-1","Matt Lanter","actor y modelo estadounidense."
"1983-4 - 1","1983","-1","Serguéi Lázarev","cantante y actor ruso."
"1983-4 - 1","1983","-1","Christian Schulz","futbolista alemán."
"1984-4 - 1","1984","-1","Gilberto Macena","futbolista brasileño."
"1984-4 - 1","1984","-1","Juan Taleb","cantante argentino."
"1986-4 - 1","1986","-1","Haminu Dramani","futbolista ghanés."
"1986-4 - 1","1986","-1","Sergio Rivero","cantante español."
"1986-4 - 1","1986","-1","Hillary Scott","cantante estadounidense."
"1987-4 - 1","1987","-1","Karol Cariola","política comunista chilena."
"1987-4 - 1","1987","-1","José Ortigoza","futbolista paraguayo."
"1988-4 - 1","1988","-1","Brook López","baloncestista estadounidense."
"1988-4 - 1","1988","-1","Robin López","baloncestista estadounidense."
"1988-4 - 1","1988","-1","Antonino Barillà","futbolista italiano."
"1988-4 - 1","1988","-1","Jung Hae-in","actor surcoreano."
"1988-4 - 1","1988","-1","Abel Azcona","artista y escritor español."
"1989-4 - 1","1989","-1","María Villalón","cantante española."
"1989-4 - 1","1989","-1","David N'Gog","futbolista francés de origen camerunés."
"1989-4 - 1","1989","-1","Clint Irwin","futbolista estadounidense."
"1990-4 - 1","1990","-1","Serhiy Rybalka","futbolista ucraniano."
"1990-4 - 1","1990","-1","Matt Hedges","futbolista estadounidense."
"1991-4 - 1","1991","-1","Duván Zapata","futbolista colombiano."
"1991-4 - 1","1991","-1","Cristian Galano","futbolista italiano."
"1992-4 - 1","1992","-1","Lola Indigo","cantante española."
"1993-4 - 1","1993","-1","Hannes Van der Bruggen","futbolista belga."
"1994-4 - 1","1994","-1","Ella Eyre","cantante y compositora británica."
"1995-4 - 1","1995","-1","Logan Paul","celebridad de internet, actor y boxeador estadounidense."
"1997-4 - 1","1997","-1","Liudmyla Babak","piragüista ucraniana."
"1997-4 - 1","1997","-1","Asa Butterfield","actor británico."
"1997-4 - 1","1997","-1","Morten Behrens","futbolista alemán."
"1997-4 - 1","1997","-1","Igor Vinícius","futbolista brasileño."
"1998-4 - 1","1998","-1","Alexandre Zurawski","futbolista brasileño."
"2000-4 - 1","2000","-1","Rhian Brewster","futbolista inglés."
"1218-5-1","1218","1291","Rodolfo I de Habsburgo","emperador germano del Sacro Imperio romano "
"1225-5-1","1225","1317","Jean de Joinville","acompañante y cronista del rey Luis IX "
"1238-5-1","1238","1280","Magnus VI","rey noruego "
"1285-5-1","1285","1326","Edmund FitzAlan","IX conde de Arundel, aristócrata inglés "
"1531-5-1","1531","1574","Catalina Tomás","religiosa española "
"1591-5-1","1591","1666","Johann Adam Schall von Bell","jesuita alemán "
"1672-5-1","1672","1719","Joseph Addison","escritor y político inglés "
"1744-5-1","1744","1800","Filippo Fontana","arquitecto y escenógrafo boloñés "
"1756-5-1","1756","1819","Kamehameha I","rey hawaiano "
"1764-5-1","1764","1820","Benjamin Henry Latrobe","ingeniero civil y arquitecto británico "
"1769-5-1","1769","1852","Arthur Wellesley","militar y estadista irlandés "
"1772-5-1","1772","1850","Karl Friedrich von Gärtner","médico y botánico alemán "
"1783-5-1","1783","1847","Vicente Rocafuerte","militar y político ecuatoriano "
"1806-5-1","1806","1847","Felipe Santiago Xicoténcatl","militar mexicano "
"1807-5-1","1807","1871","John B. Magruder","militar estadounidense "
"1822-5-1","1822","1887","Julius von Haast","geólogo alemán "
"1824-5-1","1824","1880","Salvatore Morelli","jurista, escritor, periodista y feminista italiano "
"1825-5-1","1825","1898","Johann Jakob Balmer","matemático y físico suizo "
"1827-5-1","1827","1906","Jules Bretón","pintor francés "
"1828-5-1","1828","1879","Adelardo López de Ayala","escritor español "
"1829-5-1","1829","1877","José de Alencar","escritor, periodista y político brasileño "
"1830-5-1","1830","1899","Guido Gezelle","poeta belga "
"1850-5-1","1850","1942","Arturo de Sajonia-Coburgo-Gotha","aristócrata británico "
"1852-5-1","1852","1903","Calamity Jane","defensora fronteriza y exploradora profesional estadounidense "
"1852-5-1","1852","1934","Santiago Ramón y Cajal","médico español, premio nobel en fisiología o medicina en 1906 "
"1855-5-1","1855","1942","Cecilia Beaux","pintora estadounidense "
"1857-5-1","1857","1891V","Theo van Gogh","marchante de arte neerlandés "
"1872-5-1","1872","1918","Sidónio Pais","militar y político portugués "
"1872-5-1","1872","1960","Hugo Alfvén","compositor sueco "
"1874-5-1","1874","1970","Romaine Brooks","pintora estadounidense "
"1881-5-1","1881","1958","Francisco Regalado Rodríguez","militar español "
"1881-5-1","1881","1955","Pierre Teilhard de Chardin","paleontólogo, sacerdote y filósofo francés "
"1884-5-1","1884","1944","Eugène Dieudonné","anarquista francés "
"1887-5-1","1887","1983","Alan Cunningham","general británico "
"1892-5 - 1","1892","-1","Ciro Mendía (Carlos Edmundo Mejía)","poeta y dramaturgo colombiano."
"1895-5-1","1895","1940","Nikolái Yezhov","policía secreto soviético "
"1896-5-1","1896","1984","Mark Wayne Clark","militar estadounidense "
"1896-5-1","1896","1938","Pere Reus Bordoy","juez y político español "
"1901-5-1","1901","1945","Antal Szerb","escritor y humanista húngaro "
"1905-5-1","1905","1930","Joaquín Penina","anarquista y albañil catalán, ejecutado en la ciudad argentina de Rosario "
"1909-5-1","1909","1990","Yannis Ritsos","poeta y político griego "
"1909-5-1","1909","1995","Julio Chaná","jurista chileno "
"1910-5-1","1910","1986","J. Allen Hynek","astrónomo estadounidense "
"1910-5-1","1910","1981","Cliff Battles","jugador y entrenador estadounidense de fútbol americano "
"1913-5-1","1913","2007","Paul MacLean","físico estadounidense "
"1917-5 - 1","1917","-1","Danielle Darrieux","actriz francesa."
"1917-5-1","1917","2004","Raúl Salinas Lozano","economista y político mexicano "
"1924-5-1","1924","2000","Alejandro Olmos","político y periodista argentino "
"1925-5-1","1925","2016","Gabriele Amorth","sacerdote y escritor italiano "
"1925-5-1","1925","2015","Chuck Bednarik","jugador estadounidense de fútbol americano "
"1926-5 - 1","1926","-1","Peter Lax","matemático húngaro."
"1927-5-1","1927","2017","Albert Zafy","político malgache, presidente de Madagascar entre 1993 y 1996 "
"1928-5-1","1928","2016","Sonny James","cantante y compositor estadounidense de música country "
"1929-5-1","1929","2009","Ralf Dahrendorf","sociólogo y político anglo-germano "
"1930-5-1","1930","2001","Mario David","guionista y cineasta argentino "
"1930-5-1","1930","1968","Little Walter","armonista estadounidense "
"1934-5 - 1","1934","-1","Cuauhtémoc Cárdenas Solórzano","político mexicano."
"1934-5-1","1934","2004","Gerardo López","músico y cantante argentino, del grupo Los Fronterizos "
"1935-5 - 1","1935","-1","Pedro Corona","empresario chileno."
"1938-5-1","1938","1998","Gianni Lunadei","actor argentino de origen italiano "
"1939-5-1","1939","1980","Wilhelmina Cooper","modelo y empresaria estadounidense "
"1941-5 - 1","1941","-1","Jorge Arrate","abogado y economista chileno."
"1943-5-1","1943","2011","Carlos Trillo","guionista de cómic argentino "
"1944-5 - 1","1944","-1","Johnny Tedesco","cantante y actor argentino."
"1945-5 - 1","1945","-1","Edda Bustamante","actriz y vedette argentina."
"1945-5 - 1","1945","-1","Rita Coolidge","cantautora estadounidense."
"1946-5 - 1","1946","-1","John Woo","cineasta chino."
"1947-5 - 1","1947","-1","Jacob D. Bekenstein","físico israelí."
"1950-5 - 1","1950","-1","Dann Florek","actor estadounidense."
"1952-5 - 1","1952","-1","Juan Carlos Heredia","futbolista hispano-argentino."
"1954-5 - 1","1954","-1","Silvana Di Lorenzo","actriz y cantante argentina."
"1954-5 - 1","1954","-1","Ray Parker Jr.","compositor y guitarrista estadounidense."
"1958-5-1","1958","2012","Miguel Portas","economista y político portugués "
"1959-5 - 1","1959","-1","Yasmina Reza","actriz y escritora francesa."
"1961-5 - 1","1961","-1","Timna Brauer","cantante austriaca."
"1964-5 - 1","1964","-1","Sarah Chatto","noble británica."
"1965-5 - 1","1965","-1","Andréi Xepkin","jugador de balonmano español de origen ucraniano."
"1966-5 - 1","1966","-1","Olaf Thon","futbolista alemán."
"1966-5 - 1","1966","-1","Robinson Díaz","actor colombiano de teatro, cine y televisión."
"1968-5 - 1","1968","-1","D'arcy Wretzky","bajista estadounidense, de la banda The Smashing Pumpkins."
"1968-5 - 1","1968","-1","Oliver Bierhoff","futbolista alemán."
"1969-5 - 1","1969","-1","Wes Anderson","cineasta estadounidense."
"1969-5 - 1","1969","-1","José Miguel Arroyo Delgado (Joselito)","torero español."
"1969-5 - 1","1969","-1","Eruviel Ávila Villegas","político mexicano."
"1970-5 - 1","1970","-1","Salvador del Solar","abogado, político, actor y director de cine peruano."
"1970-5 - 1","1970","-1","Juan Manuel Moreno","político español."
"1970-5 - 1","1970","-1","Roy Roselló","cantante puertorriqueño, ex integrante de Menudo."
"1972-5 - 1","1972","-1","Julie Benz","actriz estadounidense."
"1973-5 - 1","1973","-1","Alberto Ajaka","actor argentino."
"1973-5 - 1","1973","-1","Oliver Neuville","futbolista italo-alemán."
"1974-5 - 1","1974","-1","Tiffany Fallon","modelo estadounidense."
"1975-5-1","1975","2003","Marc-Vivien Foé","futbolista camerunés "
"1975-5 - 1","1975","-1","Austin Croshere","baloncestista estadounidense."
"1976-5 - 1","1976","-1","Hate (Sergio Rodríguez Fernández)","músico y MC (maestro de ceremonias) español."
"1978-5 - 1","1978","-1","James Badge Dale","actor estadounidense."
"1978-5 - 1","1978","-1","Jesús Arias","relator deportivo peruano."
"1979-5 - 1","1979","-1","Pauli Rantasalmi","guitarrista finlandés, de la banda The Rasmus."
"1980-5 - 1","1980","-1","Ana Claudia Talancón","actriz mexicana."
"1980-5-1","1980","2010","Jay Reatard","músico estadounidense de punk rock "
"1980-5 - 1","1980","-1","Zaz","cantante francesa."
"1981-5 - 1","1981","-1","Mauro Tamayo Rozas","académico y político chileno."
"1981-5 - 1","1981","-1","Aliaksandr Hleb","futbolista bielorruso."
"1982-5 - 1","1982","-1","Tommy Robredo","tenista español."
"1982-5 - 1","1982","-1","Darijo Srna","futbolista croata."
"1982-5 - 1","1982","-1","Jamie Dornan","actor irlandés."
"1983-5 - 1","1983","-1","Fran Vázquez","baloncestista español."
"1984-5 - 1","1984","-1","Alexander Farnerud","futbolista sueco."
"1984-5 - 1","1984","-1","Víctor Hugo Montaño","futbolista colombiano."
"1986-5-1","1986","2013","Christian Benítez","futbolista ecuatoriano "
"1986-5 - 1","1986","-1","Damián Díaz","futbolista argentino."
"1986-5 - 1","1986","-1","Diego Valeri","futbolista argentino."
"1986-5 - 1","1986","-1","Mamadou Samassa","futbolista francés."
"1987-5 - 1","1987","-1","Shahar Peer","tenista israelí."
"1987-5 - 1","1987","-1","Amir Johnson","baloncestista estadounidense."
"1988-5 - 1","1988","-1","Nicholas Braun","actor estadounidense."
"1990-5 - 1","1990","-1","Caitlin Stasey","actriz australiana."
"1990-5 - 1","1990","-1","Esteban Pavez","futbolista chileno."
"1990-5 - 1","1990","-1","Patrick Schelling","ciclista suizo."
"1992-5 - 1","1992","-1","Sammy Ameobi","futbolista inglés."
"2003-5 - 1","2003","-1","Lizzy Greene","actriz estadounidense."
"2004-5 - 1","2004","-1","Charli D'Amelio","bailarina y celebridad de internet estadounidense."
"1076-6-1","1076","1132","Mstislav I de Kiev","zar ruso "
"1300-6-1","1300","1338","Tomás de Brotherton","aristócrata inglés "
"1563-6-1","1563","1612","Robert Cecil","espía y político inglés "
"1633-6-1","1633","1687","Geminiano Montanari","astrónomo italiano "
"1637-6-1","1637","1675","Jacques Marquette","explorador y misionero francés "
"1653-6-1","1653","1704","Georg Muffat","compositor francés "
"1675-6-1","1675","1755","Scipione Maffei","historiador, dramaturgo, filósofo y arqueólogo italiano "
"1754-6-1","1754","1806","Fernando Carlos de Habsburgo-Lorena","aristócrata austríaco "
"1762-6-1","1762","1844","Edmund Ignace Rice","pedagogo, fundador y religioso irlandés "
"1769-6-1","1769","1854","Józef Ksawery Elsner","compositor polaco "
"1771-6-1","1771","1839","Ferdinando Paer","compositor italiano "
"1774-6-1","1774","1832","Julián Sánchez","guerrillero y militar español "
"1777-6-1","1777","1841","Fernando Errázuriz","político chileno "
"1790-6-1","1790","1836","Ferdinand Raimund","dramaturgo y actor austriaco "
"1796-6-1","1796","1832","Nicolas Léonard Sadi Carnot","científico e ingeniero francés "
"1801-6-1","1801","1877","Brigham Young","religioso mormón estadounidense "
"1804-6-1","1804","1857","Mijaíl Ivánovich Glinka","compositor ruso "
"1815-6-1","1815","1862","Otón I","rey griego "
"1829-6-1","1829","1897","Francisco Javier Simonet Baca","investigador y filólogo español "
"1851-6-1","1851","1895","Isaac Peral","ingeniero español, inventor del submarino "
"1860-6-1","1860","1947","Simón Iturri Patiño","empresario boliviano, magnate de la minería del estaño "
"1861-6-1","1861","1945","Pedro Benítez Leal","abogado y político mexicano "
"1863-6-1","1863","1916","Hugo Münsterberg","psicólogo germano-estadounidense "
"1874-6-1","1874","1952","Macedonio Fernández","escritor argentino "
"1878-6-1","1878","1967","John Masefield","poeta y escritor británico "
"1887-6-1","1887","1974","Clive Brook","actor británico "
"1889-6-1","1889","1957","Charles Kay Ogden","lingüista y filósofo británico "
"1890-6-1","1890","1949","Frank Morgan","actor y cantante estadounidense "
"1891-6-1","1891","1983","Aarón Sáenz","abogado, militar, político y diplomático mexicano "
"1892-6-1","1892","1982","Otsuka Hironori","karateca japonés "
"1896-6-1","1896","1979","Antonio Castejón Espinosa","militar español "
"1903-6-1","1903","1996","Niní Marshall","actriz y comediante argentina "
"1905-6-1","1905","1956","Robert Newton","actor británico "
"1907-6-1","1907","1998","Francisco Amighetti","pintor costarricense "
"1907-6-1","1907","1977","Jan Patočka","filósofo eslovaco "
"1907-6-1","1907","2002","Helen Dick Megaw","mineralogista irlandesa "
"1907-6-1","1907","1996","Frank Whittle","ingeniero aeronáutico y aviador británico "
"1908-6-1","1908","1954","Peter Anders","tenor alemán "
"1912-6-1","1912","1987","Herbert Tichy","geólogo, escritor, y montañista austriaco "
"1913-6-1","1913","1999","Vicente Escrivá","guionista y cineasta español "
"1913-6-1","1913","2007","Piedad de la Cierva","científica española "
"1916-6-1","1916","1991","Murilo Rubião","escritor y periodista brasileño "
"1917-6-1","1917","2012","William S. Knowles","químico estadounidense, premio nobel de química en 2001 "
"1921-6-1","1921","1985","Nelson Riddle","músico estadounidense "
"1922-6-1","1922","1991","Joan Caulfield","actriz y modelo estadounidense "
"1922-6-1","1922","2022","Joan Copeland","actriz estadounidense "
"1924-6-1","1924","1983","Felipe Boso","poeta español "
"1925-6-1","1925","2017","Dilia Díaz Cisneros","educadora y poeta venezolana "
"1926-6-1","1926","2012","Andy Griffith","actor estadounidense "
"1926-6-1","1926","1962","Marilyn Monroe","actriz estadounidense "
"1927-6 - 1","1927","-1","Mario Tagliaferri","religioso católico italiano, nuncio en España."
"1928-6-1","1928","1971","Gueorgui Dobrovolski","cosmonauta ucraniano soviético "
"1928-6-1","1928","2003","Bob Monkhouse","actor y guionista británico "
"1929-6-1","1929","1981","Nargis Dutt","actriz india "
"1930-6-1","1930","2007","Kei Kumai","cineasta japonés "
"1930-6-1","1930","2009","Edward Woodward","actor británico "
"1933-6-1","1933","1985","Haruo Remeliik","político palauano, primer presidente de su país "
"1933-6-1","1933","2010","Charles Wilson","político estadounidense "
"1933-6 - 1","1933","-1","Ruth Arnon","bioquímica israelí."
"1934-6 - 1","1934","-1","Pat Boone","cantante, compositor y actor estadounidense."
"1935-6 - 1","1935","-1","Norman Foster","arquitecto británico."
"1935-6-1","1935","2013","John C. Reynolds","informático estadounidense "
"1936-6 - 1","1936","-1","José Manuel Pesudo","futbolista español."
"1936-6 - 1","1936","-1","Gerald Scarfe","caricaturista e ilustrador británico."
"1937-6 - 1","1937","-1","Morgan Freeman","actor y productor estadounidense."
"1937-6-1","1937","2015","Colleen McCullough","escritora australiana "
"1938-6 - 1","1938","-1","Fuad Masum","político, abogado, profesor y filósofo islámico kurdo."
"1939-6 - 1","1939","-1","Joe Clark","político canadiense."
"1939-6-1","1939","1992","Cleavon Little","actor estadounidense "
"1940-6-1","1940","2019","Rene Auberjonois","actor estadounidense "
"1940-6 - 1","1940","-1","Kip Thorne","físico estadounidense."
"1941-6 - 1","1941","-1","Toyo Ito","arquitecto japonés."
"1942-6-1","1942","1987","Honorino Landa","futbolista chileno "
"1942-6 - 1","1942","-1","Bansi Pandit","escritor religioso hinduista, conferencista e ingeniero nuclear indio."
"1944-6 - 1","1944","-1","Robert Powell","actor británico."
"1945-6 - 1","1945","-1","Antonio J. Vierci","empresario paraguayo, dueño de varios medios de comunicación."
"1945-6 - 1","1945","-1","Frederica von Stade","mezzosoprano estadounidense."
"1945-6 - 1","1945","-1","Gustavo Cisneros","empresario e inversionista venezolano"
"1946-6 - 1","1946","-1","Brian Cox","actor británico."
"1947-6 - 1","1947","-1","Ron Dennis","empresario británico, fundador del grupo McLaren de Fórmula 1."
"1947-6 - 1","1947","-1","Jonathan Pryce","actor y cantante británico."
"1947-6 - 1","1947","-1","Ron Wood","guitarrista británico, de la banda The Rolling Stones."
"1948-6-1","1948","2017","Powers Boothe","actor estadounidense "
"1948-6 - 1","1948","-1","Tomáš Halík","filósofo checo."
"1948-6 - 1","1948","-1","Panfilo Lacson","político filipino."
"1948-6 - 1","1948","-1","Tom Sneva","piloto automovilístico estadounidense."
"1948-6 - 1","1948","-1","Jorge Bran","futbolista hondureño."
"1950-6 - 1","1950","-1","Juan Manuel Marcos","escritor, poeta, ensayista, narrador, docente y crítico paraguayo"
"1952-6 - 1","1952","-1","Víctor Giorgi","psicólogo uruguayo."
"1952-6 - 1","1952","-1","Şenol Güneş","entrenador de fútbol turco."
"1953-6 - 1","1953","-1","David Berkowitz","asesino en serie estadounidense."
"1955-6-1","1955","2016","Chiyonofuji Mitsugu","luchador de sumo japonés "
"1956-6 - 1","1956","-1","Amanda Miguel","cantante argentina."
"1956-6 - 1","1956","-1","Joey Ayala","cantante filipino."
"1956-6 - 1","1956","-1","Patrick Besson","escritor francés."
"1956-6 - 1","1956","-1","Lisa Hartman Black","actriz y cantante estadounidense."
"1956-6 - 1","1956","-1","Saúl Lisazo","actor argentino."
"1957-6 - 1","1957","-1","Tullio Avoledo","escritor italiano."
"1957-6-1","1957","2003","Carlos Duarte","pianista venezolano "
"1957-6 - 1","1957","-1","Yasuhiro Yamashita","yudoca japonés."
"1958-6 - 1","1958","-1","Barry Adamson","músico británico."
"1958-6 - 1","1958","-1","Ahron Bregman","periodista israelí."
"1958-6 - 1","1958","-1","Nambaryn Enkhbayar","político mongol, 3.º presidente de su país."
"1959-6 - 1","1959","-1","Martin Brundle","piloto británico de Fórmula 1."
"1959-6 - 1","1959","-1","Kristine Nitzsche","atleta alemana."
"1959-6 - 1","1959","-1","Thierry Rey","yudoca francés."
"1959-6 - 1","1959","-1","Alan Wilder","tecladista, cantante y compositor británico, de la banda Depeche Mode."
"1960-6 - 1","1960","-1","Simon Gallup","bajista británico, de la banda The Cure."
"1961-6 - 1","1961","-1","Peter Machajdik","compositor eslovaco"
"1961-6 - 1","1961","-1","Jasmin Repesa","baloncestista croata."
"1963-6 - 1","1963","-1","Mike Joyce","baterista británico, de la banda The Smiths."
"1964-6-1","1964","2007","Jainal Antel Sali","Jr., terrorista filipino "
"1965-6 - 1","1965","-1","Nigel Short","ajedrecista y periodista británico."
"1966-6 - 1","1966","-1","Abel Balbo","futbolista argentino."
"1966-6 - 1","1966","-1","Iliana Calabró","actriz argentina."
"1967-6 - 1","1967","-1","Olivier Delaitre","tenista francés."
"1967-6 - 1","1967","-1","María Galido Plaza","política filipina."
"1967-6 - 1","1967","-1","Roger Sánchez","DJ estadounidense de música electrónica."
"1968-6 - 1","1968","-1","Jason Donovan","actor y cantante australiano."
"1968-6 - 1","1968","-1","Elena Sedina","ajedrecista ucraniana."
"1969-6 - 1","1969","-1","Luis García Postigo","futbolista mexicano."
"1969-6 - 1","1969","-1","Claudio Palma","relator deportivo chileno."
"1969-6 - 1","1969","-1","René Liu","actriz y cantante taiwanesa."
"1969-6 - 1","1969","-1","Teri Polo","actriz estadounidense."
"1970-6 - 1","1970","-1","Alexi Lalas","futbolista estadounidense."
"1970-6 - 1","1970","-1","Karen Mulder","modelo y cantante neerlandesa."
"1970-6 - 1","1970","-1","Consuelo Lewin","pintora chilena."
"1970-6 - 1","1970","-1","R. Madhavan","actor indio."
"1970-6 - 1","1970","-1","Marley (Alejandro Wiebe)","conductor de televisión y productor argentino."
"1970-6 - 1","1970","-1","Paul Schrier","actor y director estadounidense."
"1971-6 - 1","1971","-1","Mario Cimarro","actor y cantante cubano."
"1971-6 - 1","1971","-1","María Rivera","poetisa y promotora cultural mexicana."
"1971-6 - 1","1971","-1","Wahyu Rudi Astadi","cantante indonesio."
"1971-6 - 1","1971","-1","Ghil'ad Zuckermann","filósofo y pedagogo israelí."
"1971-6 - 1","1971","-1","Tony Sanneh","futbolista estadounidense."
"1972-6-1","1972","2013","Huáscar Aparicio","cantante boliviano "
"1972-6 - 1","1972","-1","Paula Betancourt","modelo colombiana."
"1972-6 - 1","1972","-1","Wim Maes","ajedrecista belga."
"1972-6 - 1","1972","-1","María Rueff","actriz portuguesa."
"1972-6 - 1","1972","-1","Chanel St. James","actriz porno estadounidense."
"1973-6 - 1","1973","-1","Adam Garcia","actor, cantante y bailarín australiano."
"1973-6 - 1","1973","-1","Heidi Klum","modelo alemana."
"1974-6 - 1","1974","-1","Alanis Morissette","cantante canadiense."
"1974-6 - 1","1974","-1","Michael Rasmussen","ciclista danés."
"1974-6 - 1","1974","-1","Melissa Sagemiller","actriz estadounidense."
"1975-6 - 1","1975","-1","James Storm","luchador estadounidense."
"1975-6 - 1","1975","-1","Gareth Edwards (director de cine)","cineasta británico."
"1976-6 - 1","1976","-1","Úrsula Martín Oñate","yudoca española."
"1976-6 - 1","1976","-1","Óscar Martínez","presentador de televisión español."
"1976-6 - 1","1976","-1","Ángela Pérez Baraquio","modelo filipina."
"1977-6 - 1","1977","-1","Sarah Wayne Callies","actriz estadounidense."
"1977-6 - 1","1977","-1","Danielle Harris","actriz estadounidense."
"1977-6 - 1","1977","-1","Andrea Bogart","actriz estadounidense."
"1977-6 - 1","1977","-1","Richard Krajčo","cantante y músico checo."
"1977-6 - 1","1977","-1","Malena Solda","actriz argentina."
"1977-6 - 1","1977","-1","Jón Jósep Snæbjörnsson","actor islandés."
"1978-6 - 1","1978","-1","Antonietta Di Martino","atleta italiana."
"1978-6 - 1","1978","-1","Hasna Benhassi","atleta marroquí."
"1978-6 - 1","1978","-1","Aleksandar Šapić","nadador serbio."
"1978-6 - 1","1978","-1","Shinya Yabusaki","futbolista japonés."
"1979-6 - 1","1979","-1","Dani Mateo","actor y cómico de televisión español."
"1979-6 - 1","1979","-1","Mario Méndez","futbolista mexicano."
"1979-6 - 1","1979","-1","TheFatRat","Disc Jockey alemán."
"1979-6 - 1","1979","-1","Markus Persson","diseñador sueco de juegos, fundador de Mojang."
"1979-6 - 1","1979","-1","Wellington Nogueira Lopes","futbolista brasileño."
"1980-6 - 1","1980","-1","Martin Devaney","futbolista británico."
"1980-6 - 1","1980","-1","Oliver James","actor británico."
"1980-6 - 1","1980","-1","Oranut Klomdee","atleta tailandesa."
"1980-6 - 1","1980","-1","Mitsuru Chiyotanda","futbolista japonés."
"1981-6 - 1","1981","-1","Brandi Carlile","cantante-compositor y guitarrista estadounidense."
"1981-6 - 1","1981","-1","Urayoán Jordán","cantante puertorriqueño."
"1981-6 - 1","1981","-1","Smush Parker","baloncestista estadounidense."
"1981-6 - 1","1981","-1","Carlos Zambrano","beisbolista venezolano."
"1981-6 - 1","1981","-1","Hawar Mulla Mohammed","futbolista iraquí."
"1981-6 - 1","1981","-1","Thorben Marx","futbolista alemán."
"1982-6 - 1","1982","-1","Justine Henin","tenista belga."
"1983-6 - 1","1983","-1","Moustapha Salifou","futbolista togolés."
"1984-6 - 1","1984","-1","Naidangiin Tüvshinbayar","yudoca mongol."
"1984-6 - 1","1984","-1","Jorge Torales","futbolista paraguayo."
"1984-6 - 1","1984","-1","Stéphane Sessègnon","futbolista beniense."
"1984-6 - 1","1984","-1","Jean Beausejour","futbolista chileno."
"1984-6 - 1","1984","-1","Ygor Maciel Santiago","futbolista brasileño."
"1985-6 - 1","1985","-1","Tirunesh Dibaba","atleta etíope."
"1985-6 - 1","1985","-1","L.A. López","actor y cantante filipino."
"1985-6 - 1","1985","-1","Tamara Todevska","cantante macedonia."
"1985-6 - 1","1985","-1","Shūto Yamamoto","futbolista japonés."
"1986-6 - 1","1986","-1","Dayana Mendoza","modelo venezolana y Miss Universo 2008."
"1986-6 - 1","1986","-1","Chinedu Obasi","futbolista nigeriano."
"1986-6 - 1","1986","-1","Skream","DJ y productor británico, de la banda Magnetic Man."
"1987-6 - 1","1987","-1","Emanero","rapero argentino."
"1987-6 - 1","1987","-1","Zoltán Harsányi","futbolista eslovaco."
